HSCode,Description,Unit,Quantity,Imports_Value_Rs_Thousands,Imports_Value_Rs_Billion,Imports_Revenue_Rs_Thousands
39100000,Silicones inprimary forms,Kg,26134.2,20883.820951,0.020884,5053.097
39111000,"Petroleum resins other resins and polyt erp nes, in primary forms",Kg,598.710007,164.339572,0.000164,39.939
39119000,"Polysulphides, polysulphones and other pro  ucts, in primary forms",Kg,2967,649.074478,0.000649,144.128
39121100,"Non-plasticised cellulose acetates, in pri  ary forms",Kg,200,49.508051,0.00005,12.031
39123100,"Carboxymethylcellulose and its salts, in p  imary forms.",Kg,7436,3699.791104,0.0037,618.639
39123900,"Other cellulose ethers, in primary forms,   es",Kg,58445,36989.492604,0.036989,7360.386
39129000,"Cellulose and its chemical derivatives, in  primary forms, nes",Kg,13845,7798.545661,0.007799,452.493
39131000,"Alginic acid, its salts and esters, in pri  ary forms",Kg,1185,1889.246531,0.001889,459.287
39139000,"Natural and modified natural polymers, nes  in primary forms",Kg,15945.6,10651.777794,0.010652,1882.929
39140000,"Ion-exchangers based on polymers of 3901  t  3913, in primary forms",Kg,5799,1875.681408,0.001876,438.584
39159000,"Waste, parings and scrap, of other plastic  , nes",Kg,18,12.82824,0.000013,6.02
39161000,"Monofilament >1mm, rods and profile sha pes  of polymers of ethylene.",Kg,731.769991,788.146608,0.000788,427.612
39162000,"Monofilament >1mm, rods, etc, of polyme rs  f vinyl chloride",Kg,523713.650748,89951.380774,0.089951,48795.171
39169000,"Monofilament >1mm, rods and profile sha pes  of other plastics, nes",Kg,333098.241803,57979.557475,0.05798,31452.02
39171000,Artificial guts of hardened proteins or ce  lulosic materials,Kg,7593.798099,512.782508,0.000513,137.105
39172100,"Tubes, pipes and hoses, rigid, of polymers  of ethylene.",Kg,11068.454952,2848.803588,0.002849,2060.237
39172200,"Tubes, pipes and hoses, rigid, of polymers  of propylene",Kg,836,281.412613,0.000281,152.659
39172300,"Tubes, pipes and hoses, rigid, of polymers  of vinyl chloride",Kg,31994.420206,13411.5341,0.013412,7282.261
39172900,"Tubes, pipes and hoses, rigid, of other pl  stics, nes",Kg,16507.991804,6729.419542,0.006729,3723.093
39173100,"Flexible tubes, pipes and hoses, with a bu  st pressure >=276mpa",Kg,6691.874837,3400.671871,0.003401,1856.079
39173200,"Tubes, pipes and hoses, not reinforced, wi  hout fittings, nes",Kg,294.199999,206.639359,0.000207,112.191
39173300,"Tubes, pipes and hoses, not reinforced, wi  h fittings attached, nes.",Kg,259.909998,641.685545,0.000642,348.095
39173900,"Other tubes, pipes and hoses, nes",Kg,15526.365952,6525.932272,0.006526,3517.055
39174000,"Fittings, for tubes, pipes and hoses, of p  astic",Kg,110237.248642,67366.904451,0.067367,36551.781
39181010,"Floor covering of polymer of vinyl chloride, in roll or in the form of tiles",Kg,88586.2,10177.734411,0.010178,7016.297
39181090,Wall or Celling coverings and others of polymer of vinyl chloride,Kg,492717.999512,59223.345247,0.059223,40846.057
39189010,"Floor covering of other plastic, in roll or in the form of tiles",Kg,16819,8132.90857,0.008133,5606.434
39189090,Wall or Celling coverings and others of polymer of other plastic,Kg,79,22.77375,0.000023,15.71
39191000,"Self-adhesive tape, plates, strip, in r oll , width =<20cm",Kg,30713.105081,13324.622992,0.013325,6831.118
39199000,"Other self-adhesive plates, tape, strip, f  il of plastics, nes.",Kg,99220.924329,36740.113507,0.03674,22703.568
39201010,"printed plates, sheets, film, foil and strip, of ethylene polymer",Kg,37453.050099,5609.542481,0.00561,2499.729
39201090,"other  plates, sheets, film, foil and strip, of ethylene polymer",Kg,271270.339972,34064.088128,0.034064,14622.404
39202010,"Printed plates, sheets, film, foil and strip, of propylene",Kg,25377.859877,16057.545125,0.016058,8417.712
39202090,"Other plates, sheets, film, foil and strip, of propylene",Kg,683516.72409,182160.552563,0.182161,65188.642
39203090,"Other  plates, sheets, film, foil and strip, of plastics, non-cellular of styrene",Kg,64215.799999,5918.900828,0.005919,2067.255
39204390,"Other plates, sheets, film, foil and strip, of poly. vin. chlorid <6%",Kg,132601.36,11219.770511,0.01122,3540.401
39204910,"Printed plates, sheets, film, foil and strip, of polymer, >6%",Kg,1387.341008,803.259159,0.000803,314.275
39204990,"Other  plates, sheets, film, foil and strip, of polymer, >6%",Kg,220905.991125,42517.907262,0.042518,12389.05
39205110,"Printed plates, sheets, film, foil and strip, of polymethul methacrylate",Kg,6895,2413.955773,0.002414,1309.456
39205190,"Other plates, sheets, film, foil and strip, of polymethul methacrylate",Kg,3142,2578.30781,0.002578,1398.963
39205910,"Printed plates, sheets, film, foil and strip, of other acrylic polymer",Kg,1175.899999,1567.47803,0.001567,850.609
39205990,"Other plates, sheets, film, foil and strip, of other acrylic polymer",Kg,1570.580004,1577.869218,0.001578,856.07
39206110,"Printed plates, sheets, film, foil and strip, of Polycarbonate",Kg,156,28.53417,0.000029,15.484
39206190,"Other plates, sheets, film, foil and strip, of Polycarbonate",Kg,77583.669727,9736.046156,0.009736,4193.361
39206210,Printed ethylene terephthalate,Kg,7243.040138,2834.487648,0.002834,1537.705
39206290,Other ethylene terephthalate,Kg,492782.850841,108746.421722,0.108746,40664.489
39206910,"Printed plates, sheets, film, foil and strip, of other polyester, non cellular",Kg,6451.650024,2312.613438,0.002313,1254.609
39206990,"Other plates, sheets, film, foil and strip, of other polyester, non cellular",Kg,47049.417722,10357.077547,0.010357,3967.931
39209190,"Other plates, sheets, film, foil and strip, of Polyvinyl butyral",Kg,13234,5477.396031,0.005477,2971.419
39209910,"Plates, of other plastics, not reinforced, printed one",Kg,10786.569824,4525.928663,0.004526,2455.255
39209990,"Plates, of other plastics, not reinforc ed, etc, nes",Kg,679280.389963,47506.087469,0.047506,11362.691
39211110,"Printed  plates, sheets, film, foil and strip, of polymers of styrene",Kg,456,150.940877,0.000151,69.08
39211190,"Other plates, sheets, film, foil and strip, of polymers of styrene",Kg,5888,2470.453428,0.00247,427.423
39211290,"Other plates, sheets, film, foil and strip, of  vinyl chloride polymer",Kg,142870.539951,37349.691096,0.03735,17819.366
39211310,"Printed  plates, sheets, film, foil and strip, of  polyurethane",Kg,19431.239972,5953.574681,0.005954,2916.516
39211390,"Other plates, sheets, film, foil and strip, of  polyurethane",Kg,8055.689992,2435.691467,0.002436,1247.439
39211490,"Other plates, sheets, film, foil and strip, of  regenerated cellulose",Kg,1213,306.308406,0.000306,166.229
39211910,"Printed  plates, sheets, film, foil and strip, of  other plastic celluler",Kg,2657.980011,1386.644641,0.001387,703.437
39211990,"Other plates, sheets, film, foil and strip, of  other plastic celluler",Kg,96613.660026,27794.28884,0.027794,12496.393
39219011,Decorative Laminated sheets (sunmica and formica),SQM,268579.581644,63437.301948,0.063437,34454.067
39219019,"Other plates, sheets, film, foil and strip, of  plastics (Cellular)",Kg,56076.896111,11391.722922,0.011392,6033.109
39219091,"Printed  plates, sheets, film, foil and strip, of  thermacol",Kg,1408.849988,523.711461,0.000524,284.257
39219092,Decorative Laminated Sunmica & Formica sheets,SQM,159846.825327,7652.355416,0.007652,4151.239
39219099,"Other plates, sheets, film, foil and strip, of  thermacol",Kg,281129.977915,99450.394123,0.09945,43355.663
39221000,"Baths, shower-baths, sinks and wash-basin of plastic",Kg,11800.009245,12422.416564,0.012422,6740.152
39222000,Lavatory seats and covers of plastics,Kg,6423.730012,3102.551991,0.003103,1683.335
39229000,"Bidets, lavatory pans and other sanitaryware of plastics, nes.",Kg,32528.918209,24238.313256,0.024238,13331.197
39231010,Plastic tubes for packing purpose,Kg,43528.640998,37773.772711,0.037774,13543.878
39231020,Egg Crate,Kg,338.4,135.379999,0.000135,51.852
39231090,"Other Boxes, cases, crates and similar articles of plastics",Kg,70817.880636,25666.816169,0.025667,11346.996
39232100,Sacks & bags of polymers of ethylene,Kg,23483.209988,11339.056715,0.011339,4520.999
39232900,Sacks & Bags of other plastics,Kg,19451.829988,7840.348364,0.00784,4063.451
39233010,Pet bottle (bottle pre-form) of plastics,Kg,95427.700147,27486.317044,0.027486,11650.341
39233090,"Other - Carboys, bottles, flasks and similar articles nes of plastics",Kg,32326.129578,15971.770803,0.015972,6182.47
39234090,"Other - spools, cops, bobbins and similar supports nes of plastics",Kg,4334.549982,1794.252448,0.001794,334.902
39235000,"Stoppers, lids, caps and other closures of  plastics",Kg,111527.864041,68828.971143,0.068829,25349.306
39239010,Composite LPG Cylinder,Kg,0.1,0.23686,0,0.138
39239090,Other Packing of goods,Kg,117275.413212,43786.294617,0.043786,23452.112
39241010,Infant feeding bottles,Kg,704.02,287.917124,0.000288,104.959
39241020,Melamine utensils,Kg,19702.210018,8642.327413,0.008642,4687.651
39241090,Other - Tableware and kitchenware nes of p  astics,Kg,63692.17126,35795.588772,0.035796,19613.192
39249010,Special types of dishes feeding beans and water to chickens,PCS,14329,4611.521039,0.004612,145.883
39249090,"other household articles and hygienic or toilet articles, of plastics.",Kg,27346.902915,14290.887058,0.014291,7924.04
39251000,"Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 L",Kg,314.370001,386.969915,0.000387,210.063
39252000,"Doors, windows and their frames and thresholds for doors, of plastics",Kg,39784.869876,7456.559312,0.007457,4045.299
39253000,"Shutters, blinds and similar articles and parts, of plastics",Kg,501.8,219.164602,0.000219,117.965
39259010,Roofing sheet and Roofing Tile,Kg,18920,1631.728938,0.001632,885.332
39259020,PUF Sandwitch wall and Roof Panel,Kg,25615,4596.039844,0.004596,2493.457
39259030,Aluminium Composite Panel,Kg,258776.339844,39562.223868,0.039562,21461.876
39259090,Other builders wares of plastics,Kg,343662.741663,49498.967921,0.049499,26856.677
39261000,Office or school supplies of plastics,Kg,10930.106051,5229.948616,0.00523,2898.861
39262011,"Gloves, use in medical & surgical purpose (Disposable)",PR,1720,108.442852,0.000108,20.227
39262019,Other gloves,PR,20300,132.04356,0.000132,71.695
39262021,"Gown, Uses in Medical & Surgical Purpose",PCS,5950,374.185258,0.000374,69.787
39262029,Others gown,PCS,200,18.96116,0.000019,10.287
39262031,"Apron, Uses in Medical & Surgical Purpose",PCS,1360,80.956872,0.000081,15.102
39262090,Other clothing accessories (plastic),PCS,21523,2041.425327,0.002041,1107.816
39263000,"Fittings for furniture, coachwork or the like of plastics",Kg,6949.3224,5307.900858,0.005308,2881.296
39264000,Statuettes and other ornamental articles of plastics,Kg,5398.429982,3558.828992,0.003559,1932.304
39269010,"Bangles,Tika,Tikuli of plastics",GRO,363176.040002,6477.494531,0.006477,854.635
39269020,Plastic dye for shoe making  and other dye,Kg,7108.800003,2541.788016,0.002542,618.814
39269031,Urine bag,PCS,47483,1717.534085,0.001718,223.354
39269039,Other laboratory equipment of plastic,PCS,16084193,41975.418506,0.041975,15862.642
39269091,Tarpaulin and tents made up of plastics,Kg,43268.130266,15179.328757,0.015179,8234.718
39269092,Labels and tags,Kg,16329.054901,16731.038801,0.016731,9077.543
39269093,Insects trap,Kg,1092.299999,513.584557,0.000514,166.577
39269094,Cloth hanger,Kg,1765.950001,946.36055,0.000946,513.449
39269095,Artifical Plastic Grass Turf,SQM,25027,12965.40243,0.012965,7033.441
39269099,Other articles of plastics nes,Kg,365201.448184,156204.618291,0.156205,84887.927
40011000,"Natural rubber latex, in primary forms or   n plates, sheets or strip",Kg,10231.3,2908.343791,0.002908,542.749
40012100,Smoked sheets of natural rubber,Kg,20000,7060.752,0.007061,1316.896
40012200,"Technically specified natural rubber, in p  imary forms or in plates, etc",Kg,11045,4718.38423,0.004718,667.633
40012900,"Other natural rubber, in primary forms or   n plates, etc, nes",Kg,1294,61.713251,0.000062,11.578
40021100,Latex of styrene-butadiene or carboxylated  styrene-butadiene rubber.,Kg,362193.09,63870.964984,0.063871,3909.662
40021900,"Styrene-butadiene rubber; carboxylated sty  ene-butadiene rubber, nes",Kg,38321,13899.605426,0.0139,1604.374
40022000,"Butadiene rubber, in primary forms or in p  ates, sheets or strip",Kg,16347,5782.8835,0.005783,977.91
40023900,Halo-isobutene-isoprene rubber,Kg,612,349.739094,0.00035,49.484
40024900,Chloroprene (chlorobutadiene) rubber (excl  latex),Kg,2500,2149.395,0.002149,400.928
40025900,Acrylonitrile-butadiene rubber (excl late x,Kg,12345,5242.064266,0.005242,797.324
40027000,Ethylene-propylene-non-conjugated diene ru  ber.,Kg,1200,662.221188,0.000662,123.506
40029900,"Other synthetic rubber products (excl lat e ), nes",Kg,5540,2251.135527,0.002251,419.972
40030000,"Reclaimed rubber in primary forms or in pl  tes, sheets or strip",Kg,6140,451.955259,0.000452,63.928
40040000,"Waste, parings and scrap of rubber (excl  h rd rubber) and powders",Kg,110410,10956.080644,0.010956,1604.704
40051000,"Rubber compounded with carbon black or sil  ca, unvulcanized",Kg,51,57.466551,0.000057,10.719
40052000,"Rubber solutions; dispersions, unvulcanize  , nes",Kg,10422,1911.748598,0.001912,356.942
40059100,"Plates, sheets and strip of unvulcanized,   ompounded rubber, nes",Kg,28599.5,10508.701609,0.010509,1960.076
40059900,"Compounded rubber, unvulcanized, in primar   forms nes",Kg,3720,779.516422,0.00078,145.516
40061000,Camel-back strips for retreading rubber ty  es,Kg,3823.219971,1242.128305,0.001242,241.76
40069000,"Other forms and articles of unvulcanized r  bber, nes",Kg,735,263.681043,0.000264,64.076
40070000,Vulcanized rubber thread and cord,Kg,18032.589673,8309.906807,0.00831,1669.091
40081100,"Plates, sheets and strip of cellular vulca  ized rubber.",Kg,8636.669988,3731.359831,0.003731,814.544
40081900,"Rods and profile shapes of cellular vulcan  zed rubber, nes.",Kg,71,61.405311,0.000061,14.925
40082100,"Plates, sheets and strip of non-cellular,   ulcanized rubber(excl hard)",Kg,6299.527204,1789.76782,0.00179,435.367
40082900,"Rods and profile shapes of non-cellular, v  lcanized rubber (excl hard)",Kg,261.100002,265.144427,0.000265,64.519
40091100,"Tubes,pipewithout fittings, not reinforc ed or otherwise combined with other mat.",Kg,11627.802494,8016.074262,0.008016,2181.262
40091200,"Tubes,pipeswith fittings, not reinforced  o  otherwise combined with other mater.",Kg,1113.401301,858.57347,0.000859,249.05
40092100,"Tubes, pipeswithout fittings, reinforced  o  otherwise combined only with metal",Kg,10464.595,4628.660581,0.004629,1316.681
40092200,"Tubes, pipes with fittings, reinforced o r  therwise combined only with metal",Kg,3433.431695,7058.773363,0.007059,2102.019
40093100,"Tubes, pipeswithout fittings, reinforced  o  othewise combined with textile mate.",Kg,10254.078124,5024.974047,0.005025,1254.629
40093200,"Tube,pipewith fittings reinforced or ot her ise combined with textile materials",Kg,577.240999,1031.654463,0.001032,296.861
40094100,"Tubes, pipes  etc, without fittings, rei nf rced or combined with other material.",Kg,1696.058496,1472.575552,0.001473,440.922
40094200,"Tubes, pipes  etc, with fittings, reinfo rc d or combined with other material",Kg,1546.600296,2156.837553,0.002157,539.33
40101100,"Conveyor belts or belting,of vulcanized ru  ber reinforced only with metal",Kg,1498.5234,2034.886913,0.002035,384.316
